barangay_clean,barangay_psgc,barangay_alt_name,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,barangay_raw
San Vicente,PH0305402012,,Apalit,PH0305402,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.506441099687316,San Vicente
Sucad,PH0305402013,,Apalit,PH0305402,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.027677506265669,Sucad
Sulipan,PH0305402014,,Apalit,PH0305402,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.2656267788521944,Sulipan
Tabuyuc,PH0305402015,Santo Rosario,Apalit,PH0305402,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,9.05508341923845,Tabuyuc (Santo Rosario)
Arenas,PH0305403001,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.4093163628994323,Arenas
Baliti,PH0305403002,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.306012076379538,Baliti
Batasan,PH0305403003,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.7979332703983597,Batasan
Buensuceso,PH0305403005,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.5600206503820986,Buensuceso
Candating,PH0305403007,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,24.74827649911598,Candating
Gatiawin,PH0305403008,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,13.339385937633915,Gatiawin
Guemasan,PH0305403009,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9014971912451516,Guemasan
La Paz,PH0305403010,Turu,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,36.13420756430801,La Paz (Turu)
Lacmit,PH0305403011,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.863012688481087,Lacmit
Lacquios,PH0305403012,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9471837333344206,Lacquios
Mangga-Cacutud,PH0305403013,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.5818983555449555,Mangga-Cacutud
Mapalad,PH0305403014,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.019787735268967,Mapalad
Panlinlang,PH0305403015,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,11.210928202194435,Panlinlang
Paralaya,PH0305403016,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3563007581846527,Paralaya
Plazang Luma,PH0305403017,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9656762060689938,Plazang Luma
Poblacion,PH0305403018,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.14758704045179272,Poblacion
San Agustin Norte,PH0305403020,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9610411005075356,San Agustin Norte
San Agustin Sur,PH0305403021,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.159244325526617,San Agustin Sur
San Antonio,PH0305403022,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.899616477214078,San Antonio
San Jose Mesulo,PH0305403025,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1664304622557131,San Jose Mesulo
San Juan Bano,PH0305403026,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,10.73138494360255,San Juan Bano
San Mateo,PH0305403027,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.247128116021474,San Mateo
San Nicolas,PH0305403028,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.3494038395667545,San Nicolas
San Roque Bitas,PH0305403029,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,11.359568164749422,San Roque Bitas
Cupang,PH0305403030,Santa Lucia,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.536135210385984,Cupang (Santa Lucia)
Matamo,PH0305403031,Santa Lucia,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.7624589635439447,Matamo (Santa Lucia)
Santo Nino Tabuan,PH0305403032,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.217228711521352,Santo Niño Tabuan
Suclayin,PH0305403034,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,11.182591446330358,Suclayin
Telapayong,PH0305403035,,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.635779194696753,Telapayong
Kaledian,PH0305403036,Camba,Arayat,PH0305403,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.6283740876229365,Kaledian (Camba)
Balas,PH0305404001,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,6.926807073830072,Balas
Cabalantian,PH0305404002,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,9.8976638610155,Cabalantian
Cabambangan,PH0305404003,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.4051880515546854,Cabambangan (Pob.)
Cabetican,PH0305404004,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.781460121913907,Cabetican
Calibutbut,PH0305404005,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.282452554998374,Calibutbut
Concepcion,PH0305404006,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.5287838715309943,Concepcion
Dolores,PH0305404007,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.8224516926173573,Dolores
Duat,PH0305404008,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.456110680082366,Duat
Macabacle,PH0305404009,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9770688551895018,Macabacle
Magliman,PH0305404010,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.40631218371762656,Magliman
Maliwalu,PH0305404011,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,18.289727041431306,Maliwalu
Mesalipit,PH0305404012,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.644338723813839,Mesalipit
Parulog,PH0305404013,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8513845983507635,Parulog
Potrero,PH0305404015,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,6.11833141866416,Potrero
San Antonio,PH0305404016,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.68032575889303,San Antonio
San Isidro,PH0305404018,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.151159228317064,San Isidro
San Vicente,PH0305404019,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9428476130014196,San Vicente
Santa Barbara,PH0305404020,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.412083293245038,Santa Barbara
Santa Ines,PH0305404021,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.6808062658556215,Santa Ines
Talba,PH0305404023,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.354858909871607,Talba
Tinajero,PH0305404024,,Bacolor,PH0305404,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9572683566767637,Tinajero
Bahay Pare,PH0305405001,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.738947397600737,Bahay Pare
Bambang,PH0305405002,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.382254355837998,Bambang
Barangca,PH0305405003,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,11.84682430763188,Barangca
Barit,PH0305405004,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.088920361631344,Barit
Buas,PH0305405005,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.17220072290524108,Buas (Pob.)
Cuayang Bugtong,PH0305405008,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,7.775734754226798,Cuayang Bugtong
Dalayap,PH0305405009,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.725047922444996,Dalayap
Dulong Ilog,PH0305405010,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.4170895338125273,Dulong Ilog
Gulap,PH0305405011,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,7.157791396053042,Gulap
Lanang,PH0305405012,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.337083835918766,Lanang
Lourdes,PH0305405013,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.193382979748482,Lourdes
Magumbali,PH0305405014,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,23.28697365274022,Magumbali
Mandasig,PH0305405015,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.462740682379429,Mandasig
Mandili,PH0305405016,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,18.757978842996504,Mandili
Mangga,PH0305405017,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.809367840047104,Mangga
Mapaniqui,PH0305405018,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,10.758669537186636,Mapaniqui
Paligui,PH0305405020,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,13.537095185566878,Paligui
Pangclara,PH0305405021,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,9.9209349377537,Pangclara
Pansinao,PH0305405022,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.294249707098599,Pansinao
Paralaya,PH0305405023,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.883764310888369,Paralaya (Pob.)
Pasig,PH0305405024,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.6159314534579146,Pasig
Pescadores,PH0305405025,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5905674929644664,Pescadores (Pob.)
Pulong Gubat,PH0305405026,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.838810795511328,Pulong Gubat
Pulong Palazan,PH0305405027,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.4743133701239515,Pulong Palazan
Salapungan,PH0305405028,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,6.525684759937107,Salapungan
San Agustin,PH0305405029,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,13.198772015022994,San Agustin (Pob.)
Santo Rosario,PH0305405031,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.34232600549545,Santo Rosario
Tagulod,PH0305405032,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.305126993664078,Tagulod
Talang,PH0305405033,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.458226307980925,Talang
Tenejero,PH0305405034,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.9318101005328505,Tenejero
Vizal San Pablo,PH0305405035,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,9.84046711494496,Vizal San Pablo
Vizal Santo Cristo,PH0305405036,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.5216907783048066,Vizal Santo Cristo
Vizal Santo Nino,PH0305405037,,Candaba,PH0305405,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.820574089234466,Vizal Santo Niño
Anon,PH0305406001,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.804413081221082,Anon
Apalit,PH0305406002,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.2639605720503617,Apalit
Basa Air Base,PH0305406003,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.417995132261974,Basa Air Base
Benedicto,PH0305406004,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.7729770840404339,Benedicto
Bodega,PH0305406005,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.940519791603458,Bodega
Cabangcalan,PH0305406006,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.3577376750523988,Cabangcalan
Calantas,PH0305406007,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,16.50662488679778,Calantas
Carmencita,PH0305406008,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,7.289095527001871,Carmencita
Consuelo,PH0305406009,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.5944859028036498,Consuelo
Dampe,PH0305406010,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.827870374214134,Dampe
Del Carmen,PH0305406011,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1638937679078851,Del Carmen
Fortuna,PH0305406012,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.729843074543073,Fortuna
Gutad,PH0305406013,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.530260301183312,Gutad
Mabical,PH0305406014,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5190413676314525,Mabical
Santo Rosario,PH0305406015,Malabo,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.9098023482256423,Sto. Rosario (Malabo)
Maligaya,PH0305406016,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.11913696174901911,Maligaya
Nabuclod,PH0305406017,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,13.037811722968458,Nabuclod
Pabanlag,PH0305406018,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,11.083660693689142,Pabanlag
Paguiruan,PH0305406019,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8931907934073877,Paguiruan
Palmayo,PH0305406020,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.342332873624329,Palmayo
Pandaguirig,PH0305406021,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.7520512689798843,Pandaguirig
Poblacion,PH0305406023,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.4994398985525502,Poblacion
San Antonio,PH0305406024,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.7069389831287545,San Antonio
San Isidro,PH0305406025,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9190045711421814,San Isidro
San Jose,PH0305406026,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.556020232225775,San Jose
San Nicolas,PH0305406027,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.4896319574496355,San Nicolas
San Pedro,PH0305406028,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.9332146566538264,San Pedro
San Ramon,PH0305406029,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,6.068483884695837,San Ramon
San Roque,PH0305406030,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.505933565733403,San Roque
Santa Monica,PH0305406031,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.280517975193073,Sta. Monica
Solib,PH0305406032,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.9285203932681005,Solib
Valdez,PH0305406033,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.4797311414063055,Valdez
Mawacat,PH0305406034,,Floridablanca,PH0305406,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,9.644270759832986,Mawacat
Bancal,PH0305407002,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.0905935506644586,Bancal
Jose Abad Santos,PH0305407004,Siran,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.6562511122290327,Jose Abad Santos (Siran)
Lambac,PH0305407005,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.905791194237657,Lambac
Magsaysay,PH0305407006,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.234357106254566,Magsaysay
Maquiapo,PH0305407007,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.3288503512158205,Maquiapo
Natividad,PH0305407008,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.066912428837824,Natividad
Plaza Burgos,PH0305407009,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.027006659621493574,Plaza Burgos (Pob.)
Pulungmasle,PH0305407010,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.9898625664638745,Pulungmasle
Rizal,PH0305407011,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8134748555184312,Rizal
San Agustin,PH0305407012,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.5829690729702515,San Agustin
San Antonio,PH0305407013,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.3243210859026366,San Antonio
San Isidro,PH0305407014,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.49152086459661704,San Isidro
San Jose,PH0305407015,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.535633774263038,San Jose
San Juan Bautista,PH0305407016,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.16342304412809464,San Juan Bautista
San Juan Nepomuceno,PH0305407017,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.2616156279063517,San Juan Nepomuceno
San Matias,PH0305407018,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.519346772872365,San Matias
San Miguel,PH0305407019,Betis,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1001809479483557,San Miguel (Betis)
San Nicolas 1st,PH0305407020,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.10389726793651005,San Nicolas 1st
San Nicolas 2nd,PH0305407021,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.1586925158650819,San Nicolas 2nd
San Pablo,PH0305407022,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9141585608485191,San Pablo
San Pedro,PH0305407023,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.2269761654481874,San Pedro
San Rafael,PH0305407024,Duck Island,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.6020231397040946,San Rafael (Duck Island)
San Roque,PH0305407025,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.6789209021769603,San Roque
San Vicente,PH0305407026,Ibus,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.453154340078824,San Vicente (Ibus)
San Juan,PH0305407027,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.1997281555915975,San Juan
Santa Filomena,PH0305407028,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.33271315618537295,Santa Filomena (Pob.)
Santa Ines,PH0305407029,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.5530546985299236,Santa Ines
Santa Ursula,PH0305407030,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.41949575662678046,Santa Ursula
Santo Cristo,PH0305407031,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.17044224639871977,Santo Cristo
Santo Nino,PH0305407033,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.2877560117109114,Santo Niño (Pob.)
Ascomo,PH0305407034,,Guagua,PH0305407,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.6474822421883044,Ascomo
Balantacan,PH0305408001,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.4545325173624364,Balantacan
Bancal Sinubli,PH0305408002,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,7.370440882002042,Bancal Sinubli
Bancal Pugad,PH0305408003,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,9.387070189409224,Bancal Pugad
Baruya,PH0305408004,San Rafael,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,19.417001244809807,Baruya (San Rafael)
Calangain,PH0305408005,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.746759900606813,Calangain
Concepcion,PH0305408006,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.1614781269925505,Concepcion
Del Carmen,PH0305408007,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.706793740557583,Del Carmen
De La Paz,PH0305408008,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.2227315111221206,De La Paz
Don Ignacio Dimson,PH0305408009,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.7060045600717504,Don Ignacio Dimson
Lourdes,PH0305408010,Lauc Pau,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8444875868556152,Lourdes (Lauc Pau)
Prado Siongco,PH0305408011,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.262462074451632,Prado Siongco
Remedios,PH0305408012,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.337276153532384,Remedios
San Agustin,PH0305408013,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.3021737120506622,San Agustin
San Antonio,PH0305408014,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.7879622640800357,San Antonio
San Francisco,PH0305408015,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.3075794310215785,San Francisco
San Isidro,PH0305408016,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.545817548041365,San Isidro
San Jose Apunan,PH0305408017,,Lubao,PH0305408,Pampanga,PH03054,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8962240525571935,San Jose Apunan
